201213042,RAMIREZ,red,m,11/01/1969,0003,00012349,12/01/2012,12/31/2026,N
201213043,JAMES,redd,m,11/02/1969,0004,00012349,12/01/2012,12/31/2026,N
201213045,BROOKS,redmund,m,11/04/1969,0006,00012349,12/01/2012,12/31/2026,N
201213046,KELLY,reece,m,11/05/1969,0007,00012349,12/01/2012,12/31/2026,N
201213054,COLEMAN,reetta,f,11/13/1969,0001,00012351,06/01/2012,12/31/2031,N
201213055,JENKINS,reg,m,11/14/1969,0002,00012351,06/01/2012,12/31/2031,N
201213056,PERRY,regan,f,11/15/1969,0003,00012351,06/01/2012,12/31/2031,N
201213057,POWELL,regana,f,11/16/1969,0004,00012351,06/01/2012,12/31/2031,N
201213058,LONG,regena,f,11/17/1969,0005,00012351,06/01/2012,12/31/2031,N
201213059,PATTERSON,reggie,m,11/18/1969,0007,00012351,06/01/2012,12/31/2031,N
201213067,BRYANT,reijo,m,11/26/1969,0001,00012353,12/01/2011,12/31/2026,N
201213068,ALEXANDER,reimund,m,11/27/1969,0002,00012353,12/01/2011,12/31/2026,N
201213069,RUSSELL,rein,m,11/28/1969,0003,00012353,12/01/2011,12/31/2026,N
201213070,GRIFFIN,reina (1),f,11/29/1969,0004,00012353,12/01/2011,12/31/2026,N
201213072,HAYES,reinaldo,m,12/01/1969,0006,00012353,12/01/2011,12/31/2026,N
201213073,MYERS,reine,f,12/02/1969,0007,00012353,12/01/2011,12/31/2026,N
201213081,WEST,rémi,m,12/10/1969,0001,00012345,01/01/2014,12/31/2026,N
201213082,JORDAN,remiel,m,12/11/1969,0002,00012345,01/01/2014,12/31/2026,N
201213083,OWENS,remigio,m,12/12/1969,0003,00012345,01/01/2014,12/31/2026,N
201213084,REYNOLDS,remo,m,12/13/1969,0004,00012345,01/01/2014,12/31/2026,N
201213085,FISHER,remus,m,12/14/1969,0005,00012345,01/01/2014,12/31/2026,N
201213086,ELLIS,rémy,m,12/15/1969,0006,00012345,01/01/2014,12/31/2026,N
201213087,HARRISON,ren,f,12/16/1969,0007,00012345,01/01/2014,12/31/2026,N
201355267,CRAIG,syd,m,03/03/1973,0007,00012345,01/01/2014,12/31/2026,N
201355276,RHODES,sylviane,f,03/12/1973,0002,00012347,06/01/2013,12/31/2031,N
201355277,PENA,sylvianne,f,03/13/1973,0003,00012347,06/01/2013,12/31/2031,N
201355278,BECK,sylvie,f,03/14/1973,0004,00012347,06/01/2013,12/31/2031,N
201355279,NEWMAN,sylwester,m,03/15/1973,0005,00012347,06/01/2013,12/31/2031,N
201355280,HAYNES,sylwia,f,03/16/1973,0006,00012347,06/01/2013,12/31/2031,N
201355289,HARDY,szymon,m,03/25/1973,0001,00012349,12/01/2012,12/31/2026,N
201355290,LOVE,taavetti,m,03/26/1973,0002,00012349,12/01/2012,12/31/2026,N
201355291,STEELE,taavi,m,03/27/1973,0003,00012349,12/01/2012,12/31/2026,N
201355292,CURRY,tabatha,f,03/28/1973,0004,00012349,12/01/2012,12/31/2026,N
201355294,SCHULTZ,tabea,f,03/30/1973,0006,00012349,12/01/2012,12/31/2026,N
201355295,BARKER,tabitha,f,03/31/1973,0007,00012349,12/01/2012,12/31/2026,N
201355303,LEONARD,tadeo,m,04/08/1973,0001,00012351,06/01/2012,12/31/2031,N
201355304,WALSH,tadeu,m,04/09/1973,0002,00012351,06/01/2012,12/31/2031,N
201355305,LYONS,tadeusz,m,04/10/1973,0003,00012351,06/01/2012,12/31/2031,N
201355306,RAMSEY,tadg,m,04/11/1973,0004,00012351,06/01/2012,12/31/2031,N
201355307,WOLFE,tadhg,m,04/12/1973,0005,00012351,06/01/2012,12/31/2031,N
201355308,SCHNEIDER,taegan,m,04/13/1973,0007,00012351,06/01/2012,12/31/2031,N
201355316,HINES,takashi,m,04/21/1973,0001,00012353,12/01/2011,12/31/2026,N
201355317,BALDWIN,takehiko,f,04/22/1973,0002,00012353,12/01/2011,12/31/2026,N
201355318,GRIFFITH,takeshi,m,04/23/1973,0003,00012353,12/01/2011,12/31/2026,N
201355319,VALDEZ,takouhi,f,04/24/1973,0004,00012353,12/01/2011,12/31/2026,N
201355321,SALAZAR,tal,m,04/26/1973,0006,00012353,12/01/2011,12/31/2026,N
201355322,REEVES,talbot,m,04/27/1973,0007,00012353,12/01/2011,12/31/2026,N
201355330,MANN,tallulah,f,05/05/1973,0001,00012345,01/01/2014,12/31/2026,N
201355331,MACK,talulla,f,05/06/1973,0002,00012345,01/01/2014,12/31/2026,N
201355332,MOSS,talya,f,05/07/1973,0003,00012345,01/01/2014,12/31/2026,N
201355333,THORNTON,tam,m,05/08/1973,0004,00012345,01/01/2014,12/31/2026,N
201355334,DENNIS,tamar,f,05/09/1973,0005,00012345,01/01/2014,12/31/2026,N
201355335,MCGEE,tamara,f,05/10/1973,0006,00012345,01/01/2014,12/31/2026,N
201470553,AGUILAR,yahweh,m,02/07/1982,0001,00012351,06/01/2012,12/31/2031,N
201470554,VEGA,yahya,m,02/08/1982,0002,00012351,06/01/2012,12/31/2031,N
201470555,GLOVER,yakim,m,02/09/1982,0003,00012351,06/01/2012,12/31/2031,N
201470556,MANNING,yakov,m,02/10/1982,0004,00012351,06/01/2012,12/31/2031,N
201470557,COHEN,yale,m,02/11/1982,0005,00012351,06/01/2012,12/31/2031,N
201470558,HARMON,yan,m,02/12/1982,0007,00012351,06/01/2012,12/31/2031,N
201470566,REESE,yardena,f,02/20/1982,0001,00012353,12/01/2011,12/31/2026,N
201470567,CANNON,yaromira,f,02/21/1982,0002,00012353,12/01/2011,12/31/2026,N
201470568,STRICKLAND,yaron,m,02/22/1982,0003,00012353,12/01/2011,12/31/2026,N
201470569,TOWNSEND,yaropolk,m,02/23/1982,0004,00012353,12/01/2011,12/31/2026,N
201470571,GOODWIN,yaroslava,f,02/25/1982,0006,00012353,12/01/2011,12/31/2026,N
201470572,WALTON,yasamin,f,02/26/1982,0007,00012353,12/01/2011,12/31/2026,N
201470580,GOODMAN,yasu,f,03/06/1982,0001,00012345,01/01/2014,12/31/2026,N
201470581,MALDONADO,yavuz,m,03/07/1982,0002,00012345,01/01/2014,12/31/2026,N
201470582,YATES,yaw,m,03/08/1982,0003,00012345,01/01/2014,12/31/2026,N
201470583,BECKER,yazmin,f,03/09/1982,0004,00012345,01/01/2014,12/31/2026,N
201470584,ERICKSON,yechezkel,m,03/10/1982,0005,00012345,01/01/2014,12/31/2026,N
201470585,HODGES,yehiel,m,03/11/1982,0006,00012345,01/01/2014,12/31/2026,N
201470586,RIOS,yehudah,m,03/12/1982,0007,00012345,01/01/2014,12/31/2026,N
201470595,MOODY,yered,m,03/21/1982,0002,00012347,06/01/2013,12/31/2031,N
201470596,QUINN,yermolai,m,03/22/1982,0003,00012347,06/01/2013,12/31/2031,N
201470597,BLAKE,yesenia,f,03/23/1982,0004,00012347,06/01/2013,12/31/2031,N
201470598,MAXWELL,yessenia,f,03/24/1982,0005,00012347,06/01/2013,12/31/2031,N
201470599,POPE,yeva,f,03/25/1982,0006,00012347,06/01/2013,12/31/2031,N
201470608,GIBBS,ylva,f,04/03/1982,0001,00012349,12/01/2012,12/31/2026,N
201470609,TYLER,yngvar,m,04/04/1982,0002,00012349,12/01/2012,12/31/2026,N
201470610,GROSS,yngve,m,04/05/1982,0003,00012349,12/01/2012,12/31/2026,N
201470611,FITZGERALD,yoav,m,04/06/1982,0004,00012349,12/01/2012,12/31/2026,N
201470613,DOYLE,yoel,m,04/08/1982,0006,00012349,12/01/2012,12/31/2026,N
201470614,SHERMAN,yoko,f,04/09/1982,0007,00012349,12/01/2012,12/31/2026,N
